url,label,source,last_update,accuracy,transparency,type
tehrantimes.com,questionable sources,media_bias_fact_check,2021-05-17,1,1,unreliable
digifection.com,questionable sources,media_bias_fact_check,2021-05-17,1,1,unreliable
thetruedefender.com,questionable sources,media_bias_fact_check,2021-05-17,1,1,unreliable
thetruereporter.com,questionable sources,media_bias_fact_check,2021-05-17,1,1,unreliable
theunionjournal.com,questionable sources,media_bias_fact_check,2021-05-17,1,1,unreliable
unz.com,questionable sources,media_bias_fact_check,2021-05-17,1,1,unreliable
thewashingtonsentinel.com,questionable sources,media_bias_fact_check,2021-05-17,1,1,unreliable
facebook.com/thewashingtonstandard,questionable sources,media_bias_fact_check,2021-05-17,1,1,unreliable
thinkamericana.com,questionable sources,media_bias_fact_check,2021-05-17,1,1,unreliable
chicagodaily.pro,questionable sources,media_bias_fact_check,2021-05-17,1,1,unreliable
toddstarnes.com,questionable sources,media_bias_fact_check,2021-05-17,1,1,unreliable
toofab.com,questionable sources,media_bias_fact_check,2021-05-17,1,1,unreliable
toptopic.club,questionable sources,media_bias_fact_check,2021-05-17,1,1,unreliable
torontotoday.net,questionable sources,media_bias_fact_check,2021-05-17,1,1,unreliable
townhall.com,questionable sources,media_bias_fact_check,2021-05-17,1,1,unreliable
tplnews.com,questionable sources,media_bias_fact_check,2021-05-17,1,1,unreliable
treasurecoastsun.com,questionable sources,media_bias_fact_check,2021-05-17,1,1,unreliable
trendingpolitics.com,questionable sources,media_bias_fact_check,2021-05-17,1,1,unreliable
triggerreset.net,questionable sources,media_bias_fact_check,2021-05-17,1,1,unreliable
truthexam.com,questionable sources,media_bias_fact_check,2021-05-17,1,1,unreliable
trueviralnews.com,questionable sources,media_bias_fact_check,2021-05-17,1,1,unreliable
trump.news,questionable sources,media_bias_fact_check,2021-05-17,1,1,unreliable
trumptrainnews.com,questionable sources,media_bias_fact_check,2021-05-17,1,1,unreliable
truthinmedia.com,questionable sources,media_bias_fact_check,2021-05-17,1,1,unreliable
truthuncensored.net,questionable sources,media_bias_fact_check,2021-05-17,1,1,unreliable
tucsonstandard.com,questionable sources,media_bias_fact_check,2021-05-17,1,1,unreliable
tularetimes.com,questionable sources,media_bias_fact_check,2021-05-17,1,1,unreliable
tpusa.com,questionable sources,media_bias_fact_check,2021-05-17,1,1,unreliable
tuscaloosaleader.com,questionable sources,media_bias_fact_check,2021-05-17,1,1,unreliable
unclesamsmisguidedchildren.com,questionable sources,media_bias_fact_check,2021-05-17,1,1,unreliable
understandingthethreat.com,questionable sources,media_bias_fact_check,2021-05-17,1,1,unreliable
uniteamericafirst.com,questionable sources,media_bias_fact_check,2021-05-17,1,1,unreliable
upperdeltanews.com,questionable sources,media_bias_fact_check,2021-05-17,1,1,unreliable
usbacklash.org,questionable sources,media_bias_fact_check,2021-05-17,1,1,unreliable
uslibertywire.club,questionable sources,media_bias_fact_check,2021-05-17,1,1,unreliable
uslibertywire.com,questionable sources,media_bias_fact_check,2021-05-17,1,1,unreliable
usnationalnews.org,questionable sources,media_bias_fact_check,2021-05-17,1,1,unreliable
usaisonline.com,questionable sources,media_bias_fact_check,2021-05-17,1,1,unreliable
usareally.com,questionable sources,media_bias_fact_check,2021-05-17,1,1,unreliable
usanetwork.info,questionable sources,media_bias_fact_check,2021-05-17,1,1,unreliable
usright-left.com,questionable sources,media_bias_fact_check,2021-05-17,1,1,unreliable
ussanews.com,questionable sources,media_bias_fact_check,2021-05-17,1,1,unreliable
bloodandsoil.org,questionable sources,media_bias_fact_check,2021-05-17,1,1,unreliable
en.radiovaticana.va,questionable sources,media_bias_fact_check,2021-05-17,1,1,unreliable
vdare.com,questionable sources,media_bias_fact_check,2021-05-17,1,1,unreliable
verdugosnews.com,questionable sources,media_bias_fact_check,2021-05-17,1,1,unreliable
victorvalleytimes.com,questionable sources,media_bias_fact_check,2021-05-17,1,1,unreliable
vidmax.com,questionable sources,media_bias_fact_check,2021-05-17,1,1,unreliable
viralhatch.com,questionable sources,media_bias_fact_check,2021-05-17,1,1,unreliable
voiceofeurope.com,questionable sources,media_bias_fact_check,2021-05-17,1,1,unreliable
wallbuilders.com,questionable sources,media_bias_fact_check,2021-05-17,1,1,unreliable
fibrohealthnews.com,questionable sources,media_bias_fact_check,2021-05-17,1,1,unreliable
thewashingtonpundit.com,questionable sources,media_bias_fact_check,2021-05-17,1,1,unreliable
washingtontimes.com,questionable sources,media_bias_fact_check,2021-05-17,1,1,unreliable
waynedupree.com,questionable sources,media_bias_fact_check,2021-05-17,1,1,unreliable
welovetrump.com,questionable sources,media_bias_fact_check,2021-05-17,1,1,unreliable
wethepeopledaily.com,questionable sources,media_bias_fact_check,2021-05-17,1,1,unreliable
wcalabamanews.com,questionable sources,media_bias_fact_check,2021-05-17,1,1,unreliable
westcontracostanews.com,questionable sources,media_bias_fact_check,2021-05-17,1,1,unreliable
westeldoradonews.com,questionable sources,media_bias_fact_check,2021-05-17,1,1,unreliable
westflnews.com,questionable sources,media_bias_fact_check,2021-05-17,1,1,unreliable
westhillsboroughnews.com,questionable sources,media_bias_fact_check,2021-05-17,1,1,unreliable
westernsentinel.com,questionable sources,media_bias_fact_check,2021-05-17,1,1,unreliable
westlatimes.com,questionable sources,media_bias_fact_check,2021-05-17,1,1,unreliable
westoctimes.com,questionable sources,media_bias_fact_check,2021-05-17,1,1,unreliable
westsbvtimes.com,questionable sources,media_bias_fact_check,2021-05-17,1,1,unreliable
westsfvtoday.com,questionable sources,media_bias_fact_check,2021-05-17,1,1,unreliable
westsgvnews.com,questionable sources,media_bias_fact_check,2021-05-17,1,1,unreliable
westventuranews.com,questionable sources,media_bias_fact_check,2021-05-17,1,1,unreliable
westvolusianews.com,questionable sources,media_bias_fact_check,2021-05-17,1,1,unreliable
whatstheharm.net,questionable sources,media_bias_fact_check,2021-05-17,1,1,unreliable
wikiislam.net,questionable sources,media_bias_fact_check,2021-05-17,1,1,unreliable
winecountrytimes.com,questionable sources,media_bias_fact_check,2021-05-17,1,1,unreliable
wingsoverscotland.com,questionable sources,media_bias_fact_check,2021-05-17,1,1,unreliable
wiregrasstimes.com,questionable sources,media_bias_fact_check,2021-05-17,1,1,unreliable
thepublicdiscourse.com,questionable sources,media_bias_fact_check,2021-05-17,1,1,unreliable
wokesloth.com,questionable sources,media_bias_fact_check,2021-05-17,1,1,unreliable
womenarehuman.com,questionable sources,media_bias_fact_check,2021-05-17,1,1,unreliable
facebook.com/womensrightsnews,questionable sources,media_bias_fact_check,2021-05-17,1,1,unreliable
wnd.com,questionable sources,media_bias_fact_check,2021-05-17,1,1,unreliable
worldstarhiphop.com,questionable sources,media_bias_fact_check,2021-05-17,1,1,unreliable
yavapainews.com,questionable sources,media_bias_fact_check,2021-05-17,1,1,unreliable
yellowhammertimes.com,questionable sources,media_bias_fact_check,2021-05-17,1,1,unreliable
yc.news,questionable sources,media_bias_fact_check,2021-05-17,1,1,unreliable
yubasuttertimes.com,questionable sources,media_bias_fact_check,2021-05-17,1,1,unreliable
zenith.news,questionable sources,media_bias_fact_check,2021-05-17,1,1,unreliable
maga2020.us,questionable sources,media_bias_fact_check,2021-05-17,1,1,unreliable
79days.news,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
369news.net,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
911truth.org,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
latitudes.org,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
ageofautism.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
allianceforadvancedhealth.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
anh-usa.org,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
amtvmedia.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
alternativenews.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
althealthworks.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
americandigitalnews.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
ahtribune.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
aim4truth.org,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
americanpolicy.org,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
americasfrontlinedoctors.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
ancient-code.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
ancient-origins.net,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
anewspost.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
answersingenesis.org,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
apost.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
ae911truth.org,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
asia-pacificresearch.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
askingangels.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
australiannationalreview.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
autisminvestigated.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
autismspeaks.org,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
banned.video,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
beholdisrael.org,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
biggovernment.news,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
biodefense.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
biologos.org,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
blacklistednews.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
brandnewtube.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
brighteon.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
brightside.me,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
bugout.news,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
campusinsanity.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
cancer.news,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
catholic.org,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
charismanews.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
childrenshealthdefense.org,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
chlorellafactor.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
carm.org,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
www1.cbn.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
creation.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
christianscience.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
legitgov.org,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
climatechangedispatch.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
climatedepot.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
judithcurry.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
climatism.blog,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
climate.news,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
collapse.news,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
cfact.org,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
consciouslifenews.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
conspiracydailyupdate.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
consumerwellness.org,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
cosmicintelligenceagency.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
counterthink.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
geopolitics.co,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
creationwiki.org,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
csglobe.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
curiousmindmagazine.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
dailygrail.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
dailyhealthpost.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
darkjournalist.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
davidicke.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
discovery.org,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
disobedientmedia.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
distributednews.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
doctoroz.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
draxe.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
ewao.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
earthpulse.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
ecology.news,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
educateinspirechange.org,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
electroverse.net,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
eluxemagazine.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
endtimeheadlines.org,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
ewg.org,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
escapeallthesethings.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
eugenics.news,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
godandscience.org,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
evolutionnews.org,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
fabiosa.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
faithit.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
faithpanda.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
ff911truthandunity.org,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
foodbabe.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
foodmatters.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
food.news,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
foreverconscious.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
freedomadvocates.org,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
freedomainradio.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
freedom.news,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
friendsofscience.org,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
geoengineering.news,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
getholistichealth.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
glitch.news,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
globalhealingcenter.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
globalskywatch.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
gmwatch.org,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
goop.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
gotquestions.org,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
govtslaves.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
greenmedinfo.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
greenpeace.org,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
gulagbound.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
haarp.net,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
healthandmoneynews.wordpress.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
healingfoodreference.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
healingoracle.ch,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
healthimpactnews.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
health.news,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
healthnutnews.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
healthrangerreport.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
hsionline.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
healthyandnaturalworld.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
healthyfoodhouse.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
healthy-holistic-living.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
hellochristian.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
savethemales.ca,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
herb.co,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
herbreference.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
higherperspectives.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
homeopathyjournal.net,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
iceagenow.info,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
ihealthtube.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
iheartintelligence.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
illuminatiwatcher.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
independentsciencenews.org,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
ingredients.news,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
icr.org,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
responsibletechnology.org,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
climatescienceinternational.org,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
iowaclimate.org,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
israelislamandendtimes.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
jeffereyjaxen.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
jesusdaily.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
joebiden.news,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
junkscience.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
larouchepac.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
learntherisk.org,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
leftcult.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
liberty.news,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
libtards.news,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
lifespa.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
littlethings.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
liveaction.org,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
livestrong.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
livingwhole.org,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
mediafactwatch.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
mediaroots.org,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
medicalmedium.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
medicine.news,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
mercola.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
mindbodygreen.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
modernalternativemama.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
nationalfile.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
nationalsecurity.news,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
nvic.org,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
naturalawakeningsmag.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
naturalcures.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
naturalhealth365.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
naturalmedicine.news,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
naturalnewsblogs.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
naturalnewsradio.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
naturalpedia.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
naturalsociety.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
naturallysavvy.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
needtoknow.news,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
sp.neuronation.com/en,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
newamericannews.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
newsinsideout.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
newsbud.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
notrickszone.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
nutrientreference.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
nutritionfacts.org,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
occupyyourself.org,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
online-updates.net,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
organicconsumers.org,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
organicfacts.net,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
ourhealthguides.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
oye.news,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
pandemic.news,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
patriots4truth.org,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
peta.org,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
pollution.news,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
prepareforchange.net,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
pressfortruth.ca,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
prevention.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
principia-scientific.org,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
pdmj.org,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
prophecynewswatch.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
prophecytoday.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
qanon.pub,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
randpaul.news,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
rapturenewsnetwork.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
realclimatescience.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
realjewnews.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
realnews24.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
redoubtnews.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
returntonow.net,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
revolutionradio.org,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
sanevax.org,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
science.news,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
sciencevibe.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
sgtreport.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
sott.net,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
snopes.news,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
southfront.org,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
space.news,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
sitsshow.blogspot.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
stormfront.org,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
supplementreference.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
sustainablepulse.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
swprs.org,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
talknetwork.com,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
technocracy.news,conspiracy/pseudoscience,media_bias_fact_check,2021-05-17,1,1,unreliable
